customerID,Churn,customer_gender,customer_SeniorCitizen,customer_Partner,customer_Dependents,customer_tenure,phone_PhoneService,phone_MultipleLines,internet_InternetService,internet_OnlineSecurity,internet_OnlineBackup,internet_DeviceProtection,internet_TechSupport,internet_StreamingTV,internet_StreamingMovies,account_Contract,account_PaperlessBilling,account_PaymentMethod,account_Charges.Monthly,account_Charges.Total,qtd_servicos_ativos,nivel_servico,partner_dependents
3978-YNKDD,False,Male,False,No,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Cartão de crédito (automático),20.85,467.5,1,Serviços básicos,No_Yes
3981-QSVQI,False,Male,False,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Transferência bancária (automática),19.7,168.9,1,Serviços básicos,No_No
3982-DQLUS,False,Male,True,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Cheque eletrônico,85.75,5688.45,5,Serviços intermediários,Yes_Yes
3982-JGSFD,False,Male,False,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Cartão de crédito (automático),20.35,695.85,1,Serviços básicos,No_No
3982-XWFZQ,True,Female,False,Yes,No,42,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Cheque eletrônico,50.25,2203.65,3,Serviços intermediários,Yes_No
3985-HOYPM,False,Male,False,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Cheque enviado,19.4,525.55,1,Serviços básicos,No_No
3987-KQDDU,False,Male,False,No,No,9,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Cheque eletrônico,75.6,661.55,3,Serviços intermediários,No_No
3988-RQIXO,True,Female,True,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Cheque eletrônico,91.3,91.3,4,Serviços intermediários,No_No
3990-QYKBE,True,Male,True,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Cheque eletrônico,92.5,3473.4,5,Serviços intermediários,Yes_No
3992-YWPKO,True,Female,False,No,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Cartão de crédito (automático),109.9,669.45,8,Serviço completo,No_No
3995-WFCSM,False,Female,False,No,No,2,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Cheque eletrônico,60.85,111.4,4,Serviços intermediários,No_No
3996-ZNWYK,False,Male,True,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Cartão de crédito (automático),19.8,1388.45,1,Serviços básicos,Yes_Yes
3999-QGRJH,True,Male,True,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Cheque eletrônico,69.7,560.85,2,Serviços básicos,No_No
3999-WRNGR,False,Female,False,Yes,Yes,60,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Cheque eletrônico,49.75,3069.45,5,Serviços intermediários,Yes_Yes
4000-VGMQP,False,Male,False,Yes,Yes,38,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Cartão de crédito (automático),78.95,2862.55,7,Serviço completo,Yes_Yes
4001-TSBTV,False,Female,False,Yes,Yes,58,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Cheque eletrônico,91.55,5511.65,5,Serviços intermediários,Yes_Yes
4002-BQWPQ,False,Male,False,No,No,25,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Transferência bancária (automática),81.75,2028.8,8,Serviço completo,No_No
4003-FUSHP,False,Male,False,No,No,19,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Cartão de crédito (automático),61.55,1093.2,4,Serviços intermediários,No_No
4003-OCTMP,False,Female,False,Yes,No,31,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Cheque eletrônico,64.0,1910.75,5,Serviços intermediários,Yes_No
4006-HKYHO,False,Male,False,No,No,63,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Transferência bancária (automática),86.7,5309.5,8,Serviço completo,No_No
4007-NHVHI,False,Female,True,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Cheque eletrônico,96.85,5219.65,6,Serviço completo,No_No
4009-ALQFH,True,Female,False,No,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Cheque eletrônico,99.5,2369.05,6,Serviço completo,No_No
4010-YLMVT,False,Female,False,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Cartão de crédito (automático),106.6,5893.95,7,Serviço completo,No_No
4011-ARPHK,False,Male,False,No,No,27,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Cheque enviado,50.35,1411.35,3,Serviços intermediários,No_No
4012-YCFAI,False,Male,False,Yes,No,60,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Cheque enviado,61.35,3766.2,5,Serviços intermediários,Yes_No
4012-ZTHBR,False,Female,False,Yes,Yes,21,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Cheque eletrônico,44.95,926.25,2,Serviços básicos,Yes_Yes
4013-GUXND,False,Male,False,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Cheque enviado,20.8,20.8,1,Serviços básicos,No_No
4013-TLDHQ,True,Male,False,No,No,19,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Cheque eletrônico,78.25,1490.95,4,Serviços intermediários,No_No
4013-UBXWQ,True,Female,False,No,No,7,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Cheque eletrônico,74.65,521.1,6,Serviço completo,No_No
4016-BJKTZ,False,Female,False,No,No,25,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Cheque eletrônico,108.9,2809.05,8,Serviço completo,No_No
4018-KJYUY,False,Male,False,No,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Cartão de crédito (automático),20.15,432.5,1,Serviços básicos,No_Yes
4018-PPNDW,False,Female,False,Yes,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Cheque enviado,24.1,1551.6,2,Serviços básicos,Yes_Yes
4020-KIUDI,False,Male,False,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Cartão de crédito (automático),19.85,138.85,1,Serviços básicos,Yes_Yes
4021-RQSNY,True,Male,True,Yes,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Cheque eletrônico,98.5,3004.15,6,Serviço completo,Yes_No
4023-RTIQM,False,Female,True,Yes,No,31,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Cartão de crédito (automático),50.4,1580.1,6,Serviço completo,Yes_No
4024-CSNBY,False,Female,False,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Transferência bancária (automática),94.25,6849.75,7,Serviço completo,Yes_No
4026-SKKHW,False,Male,False,No,No,3,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Cheque enviado,50.25,152.3,3,Serviços intermediários,No_No
4029-HPFVY,False,Male,False,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Cheque enviado,70.3,220.4,2,Serviços básicos,No_No
4030-VPZBD,True,Female,False,No,No,2,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Cheque eletrônico,30.9,59.05,3,Serviços intermediários,No_No
4032-RMHCI,False,Female,False,Yes,Yes,41,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Cartão de crédito (automático),35.4,1412.4,4,Serviços intermediários,Yes_Yes
4039-HEUNW,True,Male,True,Yes,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Cheque eletrônico,96.5,3436.1,6,Serviço completo,Yes_No
4039-PIMHX,False,Male,True,Yes,No,49,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Cheque enviado,49.8,2398.4,3,Serviços intermediários,Yes_No
4043-MKDTV,False,Male,False,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Cheque eletrônico,105.25,7291.75,7,Serviço completo,Yes_No
4049-ZPALD,False,Female,False,Yes,No,64,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Transferência bancária (automática),99.0,6375.8,6,Serviço completo,Yes_No
4054-CUMIA,False,Female,False,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Cheque enviado,20.25,401.95,1,Serviços básicos,Yes_Yes
4056-QHXHZ,False,Female,False,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Cheque enviado,107.45,7576.7,8,Serviço completo,Yes_Yes
4057-FKCZK,False,Male,False,Yes,Yes,58,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Transferência bancária (automática),82.5,4828.05,4,Serviços intermediários,Yes_Yes
4059-IIEBK,False,Female,False,No,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Transferência bancária (automática),78.55,522.95,4,Serviços intermediários,No_No
4060-LDNLU,False,Male,False,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Cheque eletrônico,96.2,639.7,5,Serviços intermediários,No_No
4061-UKJWL,False,Male,False,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Cheque enviado,45.45,141.7,2,Serviços básicos,No_No
4062-HBMOS,False,Male,False,No,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Cheque eletrônico,103.05,5364.8,7,Serviço completo,No_No
4063-EIKNQ,False,Male,False,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Transferência bancária (automática),20.95,267.35,1,Serviços básicos,Yes_Yes
4065-JJAVA,False,Female,False,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Cheque eletrônico,49.5,49.5,3,Serviços intermediários,No_No
4067-HLYQI,False,Female,False,No,No,33,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Transferência bancária (automática),70.4,2406.1,2,Serviços básicos,No_No
4070-OKWVH,False,Female,False,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Transferência bancária (automática),94.6,5025.8,6,Serviço completo,Yes_No
4072-IPYLT,False,Female,False,Yes,Yes,36,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Cartão de crédito (automático),51.05,1815.0,3,Serviços intermediários,Yes_Yes
4074-SJFFA,True,Female,False,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Cheque enviado,54.75,54.75,3,Serviços intermediários,No_No
4075-JFPGR,False,Female,False,Yes,No,51,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Cheque eletrônico,93.5,4619.55,6,Serviço completo,Yes_No
4077-CROMM,True,Female,False,Yes,Yes,31,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Cheque eletrônico,104.2,3243.45,7,Serviço completo,Yes_Yes
4077-HWUYD,False,Male,False,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Transferência bancária (automática),87.55,6463.15,9,Serviço completo,Yes_Yes
4078-SAYYN,True,Female,False,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Cheque eletrônico,100.75,1129.75,6,Serviço completo,No_No
4079-ULGFR,False,Male,False,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Cheque enviado,20.0,275.7,1,Serviços básicos,No_No
4079-VTGLK,False,Male,True,Yes,No,30,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Cheque eletrônico,74.85,2181.75,6,Serviço completo,Yes_No
4079-WWQQQ,False,Male,False,No,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Transferência bancária (automática),65.55,4807.45,8,Serviço completo,No_No
4080-IIARD,False,Female,False,Yes,No,13,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Cheque eletrônico,76.2,981.45,7,Serviço completo,Yes_No
4080-OGPJL,True,Female,False,No,No,8,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Cheque eletrônico,71.15,563.65,6,Serviço completo,No_No
4081-DYXAV,True,Female,False,No,No,19,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Cartão de crédito (automático),44.85,893.55,4,Serviços intermediários,No_No
4083-BFNYK,False,Female,True,Yes,No,38,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Cartão de crédito (automático),95.0,3591.25,6,Serviço completo,Yes_No
4083-EUGRJ,True,Male,False,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Cheque enviado,20.25,178.5,1,Serviços básicos,No_No
4086-ATNFV,False,Female,False,Yes,Yes,34,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Cheque enviado,60.8,2042.05,5,Serviços intermediários,Yes_Yes
4086-WITJG,False,Male,False,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Cartão de crédito (automático),19.7,1301.1,1,Serviços básicos,Yes_Yes
4086-YQSNZ,True,Female,True,Yes,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Cheque eletrônico,80.4,224.05,3,Serviços intermediários,Yes_No
4088-YLDSU,True,Male,False,Yes,No,55,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Cheque eletrônico,104.15,5743.05,7,Serviço completo,Yes_No
4090-KPJIP,False,Female,False,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Cheque eletrônico,74.95,212.4,3,Serviços intermediários,No_No
4091-TVOCN,False,Male,False,No,Yes,48,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Cartão de crédito (automático),78.75,3682.45,7,Serviço completo,No_Yes
4092-OFQZS,False,Male,False,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Cheque enviado,20.65,417.5,1,Serviços básicos,Yes_No
4094-NSEDU,True,Female,True,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Cheque eletrônico,94.25,1973.75,5,Serviços intermediários,No_No
4097-YODCF,False,Male,False,No,Yes,34,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Cheque eletrônico,103.8,3470.8,7,Serviço completo,No_Yes
4098-NAUKP,False,Male,True,Yes,Yes,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Cheque eletrônico,84.65,5683.6,5,Serviços intermediários,Yes_Yes
4102-HLENU,False,Female,False,Yes,No,67,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Cheque enviado,65.65,4322.85,6,Serviço completo,Yes_No
4102-OQUPX,True,Male,True,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Cheque eletrônico,74.4,74.4,3,Serviços intermediários,Yes_No
4104-PVRPS,False,Male,False,Yes,No,24,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Cheque enviado,53.6,1315.35,4,Serviços intermediários,Yes_No
4106-HADHQ,True,Male,False,Yes,Yes,39,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Cartão de crédito (automático),80.0,3182.95,7,Serviço completo,Yes_Yes
4109-CYRBD,False,Male,True,Yes,No,29,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Cheque eletrônico,51.6,1442.0,3,Serviços intermediários,Yes_No
4110-PFEUZ,True,Female,False,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Cheque enviado,69.55,69.55,2,Serviços básicos,No_No
4111-BNXIF,False,Female,False,Yes,Yes,67,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Cheque eletrônico,59.55,4103.9,7,Serviço completo,Yes_Yes
4112-LUEIZ,True,Male,False,No,No,10,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Cheque eletrônico,89.5,863.1,4,Serviços intermediários,No_No
4114-QMKVN,False,Female,False,Yes,Yes,56,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,No,Transferência bancária (automática),68.75,3815.4,6,Serviço completo,Yes_Yes
4115-BNPJY,False,Male,False,Yes,Yes,29,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Cheque enviado,75.55,2054.4,6,Serviço completo,Yes_Yes
4115-NZRKS,False,Female,True,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Cheque eletrônico,89.15,574.35,4,Serviços intermediários,No_No
4115-UMJFQ,False,Male,False,No,No,69,No,No phone service,DSL,No,Yes,Yes,No,No,No,One year,Yes,Transferência bancária (automática),35.75,2492.25,4,Serviços intermediários,No_No
4116-IQRFR,False,Male,False,Yes,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Cartão de crédito (automático),24.1,73.1,2,Serviços básicos,Yes_Yes
4116-TZAQJ,True,Female,False,No,No,9,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Cartão de crédito (automático),74.25,639.65,3,Serviços intermediários,No_No
4118-CEVPF,False,Female,True,No,No,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Transferência bancária (automática),110.8,3836.3,9,Serviço completo,No_No
4119-ZYPZY,False,Male,True,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Cheque eletrônico,106.8,7623.2,7,Serviço completo,No_No
4121-AGSIN,False,Female,False,Yes,Yes,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Cartão de crédito (automático),24.5,1497.9,2,Serviços básicos,Yes_Yes
4123-DVHPH,False,Male,False,Yes,No,9,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Cheque eletrônico,88.05,801.3,5,Serviços intermediários,Yes_No
4123-FCVCB,False,Female,False,No,No,12,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Cheque enviado,75.85,854.45,6,Serviço completo,No_No
4124-MMETB,True,Male,False,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Cartão de crédito (automático),94.65,2104.55,5,Serviços intermediários,No_No
4128-ETESU,False,Female,True,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Cheque eletrônico,99.7,4747.2,6,Serviço completo,Yes_No
4129-LYCOI,False,Female,False,No,Yes,67,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Cheque eletrônico,104.0,7039.05,7,Serviço completo,No_Yes
4130-MZLCC,False,Female,False,No,No,5,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Transferência bancária (automática),50.55,244.75,3,Serviços intermediários,No_No
4132-KALRO,False,Female,False,No,No,4,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Cheque enviado,100.85,399.25,6,Serviço completo,No_No
4132-POCZS,False,Male,False,Yes,No,52,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Cheque eletrônico,39.9,2020.9,4,Serviços intermediários,Yes_No
4134-BSXLX,False,Male,False,Yes,No,28,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Cheque enviado,60.9,1785.65,5,Serviços intermediários,Yes_No
4135-FRWKJ,False,Female,True,Yes,Yes,55,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Cheque eletrônico,76.25,4154.55,7,Serviço completo,Yes_Yes
4137-BTIKL,False,Male,False,No,No,2,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Cheque enviado,90.75,174.75,5,Serviços intermediários,No_No
4137-JOPHL,False,Female,False,No,No,50,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Transferência bancária (automática),89.7,4304.5,5,Serviços intermediários,No_No
4138-NAXED,False,Male,False,No,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Transferência bancária (automática),81.0,4085.75,4,Serviços intermediários,No_No
4139-DETXS,False,Female,False,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Transferência bancária (automática),64.45,4528.0,8,Serviço completo,Yes_Yes
4139-JPIAM,False,Male,False,No,No,51,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Cartão de crédito (automático),44.45,2181.55,5,Serviços intermediários,No_No
4139-SUGLD,True,Male,False,Yes,Yes,31,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Transferência bancária (automática),35.4,1077.5,4,Serviços intermediários,Yes_Yes
4140-MUHUG,True,Female,True,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Cheque eletrônico,86.85,220.95,4,Serviços intermediários,No_No
4140-WJAWW,True,Female,False,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Cartão de crédito (automático),19.85,108.05,1,Serviços básicos,No_No
